,ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersionDisplayName,PointsAchieved,CertLevel,CertDate,IsCertified,OwnerTypes,GrossSqFoot,TotalPropArea,ProjectTypes,OwnerOrganization,RegistrationDate
58483,1000006494,No,SpringHill Suites at Columbus Ohio OSU,1421 Olentangy River Road,Columbus,OH,43212,US,LEED-NC v2009,43.0,Certified,4/1/13 0:00,Yes,Corporate: Privately Held,79166.0,87642.0,"Lodging: Hotel/Motel/Resort, Full Service","Concord Hospitality/Olentangy Hotel, LLC",5/18/10 0:00
58485,1000006496,No,Design Group Headquarters,120 Vassar SE,Albuquerque,NM,87106,US,LEED-NC v2009,87.0,Platinum,10/21/13 0:00,Yes,Corporate: Privately Held,13422.0,28419.0,Office: Administrative/Professional,The Hartman & Majewski Design Group,5/18/10 0:00
58534,1000006561,No,The Greenhouse,219 14th St. NW,Charlottesville,VA,22903,US,LEED-NC v2009,44.0,Certified,6/4/13 0:00,Yes,Corporate: Privately Held,40440.0,16277.0,Multi-Family Residential: Apartment,CBS Rentals,5/21/10 0:00
58535,1000006562,No,Su Clinica Familia,105 East Alton Gloor Road,Brownsville,TX,78526,US,LEED-NC v2009,51.0,Silver,4/25/13 0:00,Yes,Corporate: Privately Held,62435.0,364690.0,Office: Medical (Non-Diagnostic),Su Clinica Familiar,5/21/10 0:00
58551,1000006588,No,The LOOP,6533 & 6539 Trigo Road,Isla Vista,CA,93117,US,LEED-NC v2009,50.0,Silver,3/19/14 0:00,Yes,Corporate: Privately Held,49516.0,16520.0,Multi-Family Residential: Apartment,"Mesa Lane Partners, LLC",5/24/10 0:00
58581,1000006622,No,Highland Green Building,1401Bardstown Rd.,Louisville,KY,40204,US,LEED-NC v2009,68.0,Gold,6/17/13 0:00,Yes,Corporate: Privately Held,5134.0,9496.0,Office: Mixed-Use,Doric Real Estate,5/26/10 0:00
58619,1000006663,No,Red Sea Data Center,5101 Lafayette Street,Santa Clara,CA,95054,US,LEED-NC v2009,54.0,Silver,12/3/12 0:00,Yes,Corporate: Privately Held,27021.0,60679.0,Datacenter,Red Sea Group,5/27/10 0:00
58634,1000006681,No,BGSU - New West Dining Hub,Ridge Street And Thurstin Avenue,Bowling Green,OH,43403,US,LEED-NC v2009,61.0,Gold,6/23/14 0:00,Yes,Corporate: Privately Held,32079.0,118749.0,Service: Other Service,Compass Group Projects Division,5/28/10 0:00
58685,1000006739,No,Saginaw VA - MHAF,4241 Barnard St.,Saginaw,MI,48604,US,LEED-NC v2009,55.0,Silver,11/3/11 0:00,Yes,Corporate: Privately Held,18703.0,168822.0,Office: Medical (Non-Diagnostic),"BGI South, LLC",6/3/10 0:00
58689,1000006745,No,Collegetown Clubhouse,335 Abbot Street,Atlanta,GA,30310,US,LEED-NC v2009,64.0,Gold,11/22/11 0:00,Yes,Corporate: Privately Held,4507.0,31282.0,Service: Other Service,The Integral Group,6/2/10 0:00
58693,1000006749,No,Dealer com South Addition,444 Pine Street,Burlington,VT,5401,US,LEED-NC v2009,61.0,Gold,6/20/13 0:00,Yes,Corporate: Privately Held,74712.0,243656.0,Office: Administrative/Professional,Dealer.com,6/3/10 0:00
58709,1000006776,No,Auburn Pointe,322 Decatur Street,Atlanta,GA,30312,US,LEED-NC v2009,52.0,Silver,9/21/11 0:00,Yes,Corporate: Privately Held,4934.0,28012.0,Service: Other Service,The Integral Group,6/3/10 0:00
58711,1000006778,No,Courtyard Terraces,4321 52nd Street,San Diego,CA,92115,US,LEED-NC v2009,51.0,Silver,5/5/11 0:00,Yes,Corporate: Privately Held,63761.0,36155.0,Multi-Family Residential: Apartment,"Dawson Avenue Senior Apartments, L.P.",6/3/10 0:00
58743,1000006816,No,Mike Ward Infiniti,C-470 & Lucent Blvd,Unincorporated,CO,80129,US,LEED-NC v2009,42.0,Certified,9/24/12 0:00,Yes,Corporate: Privately Held,41800.0,228254.0,Retail: Vehicle Dealership,Mike Ward Infiniti,6/7/10 0:00
58747,1000006820,No,Indar-Ingeteam,3550 W. Canal Street,Milwaukee,WI,53208,US,LEED-NC v2009,62.0,Gold,4/23/12 0:00,Yes,Corporate: Privately Held,137728.0,354250.0,Industrial Manufacturing,Ingeteam Inc,6/7/10 0:00
58750,1000006823,No,The Citron,815 Pershing Drive,Silver Spring,MD,20910,US,LEED-NC v2009,52.0,Silver,11/26/13 0:00,Yes,Corporate: Privately Held,218660.0,86595.0,Multi-Family Residential: Apartment,"Foulger-Pratt Contracting, LLC",6/7/10 0:00
58759,1000006838,No,Building Expansion - FHP,2188 Diehl Rd.,Aurora,IL,60505,US,LEED-NC v2009,46.0,Certified,1/17/12 0:00,Yes,Corporate: Privately Held,101000.0,289308.0,Industrial Manufacturing,Fruedenberg Household Products,6/7/10 0:00
58792,1000006880,No,Culvers of Baraboo,420 Linn Street,Baraboo,WI,53913,US,LEED-NC v2009,50.0,Silver,1/16/13 0:00,Yes,Corporate: Privately Held,4207.0,65416.0,Retail: Restaurant/Cafeteria,"Culver Franchising System, Inc.",6/9/10 0:00
58853,1000006979,No,Ritter Communications,2400 Ritter Drive,Jonesboro,AR,72401,US,LEED-NC v2009,56.0,Silver,4/19/13 0:00,Yes,Corporate: Privately Held,32645.0,193738.0,Office: Administrative/Professional,Ritter Communications,6/15/10 0:00
58858,1000006985,No,OSI Corporate Headquarters,4101 Arrowhead Drive,Medina,MN,55340,US,LEED-NC v2009,65.0,Gold,11/21/12 0:00,Yes,Corporate: Privately Held,97000.0,833025.0,Office: Administrative/Professional,"Open Systems International, Inc.",6/15/10 0:00
58874,1000007006,No,HYPOWER FACILITIES- Building 2,1645 NW 33rd Street,Pompano Beach,FL,33069,US,LEED-NC v2009,80.0,Platinum,6/5/12 0:00,Yes,Corporate: Privately Held,3832.0,78903.0,Warehouse and Distribution Center: Warehouse,"Hypower, Inc.",6/16/10 0:00
58876,1000007008,No,Dow - BPSC Facility,2511 East Patrick Road,Midland,MI,48640,US,LEED-NC v2009,51.0,Silver,1/8/13 0:00,Yes,Corporate: Privately Held,205717.0,1854317.0,Office: Other Office,SSP Associates,6/16/10 0:00
58912,1000007058,No,Boeing HUB Expansion,5300 International Blvd.,North Charleston,SC,29418,US,LEED-NC v2009,66.0,Gold,6/25/12 0:00,Yes,Corporate: Privately Held,29278.0,164203.0,Office: Other Office,The Boeing Company,6/18/10 0:00
58927,1000007077,No,Werner Institute,9080 West Cheyenne Avenue,Las Vegas,NV,89129,US,LEED-NC v2009,54.0,Silver,1/5/12 0:00,Yes,Corporate: Privately Held,5000.0,20872.0,Office: Medical (Non-Diagnostic),Werner Institute,6/19/10 0:00
58966,1000007132,No,Kids R Kids,5815 Kids Crossing Drive,Lithia,FL,33596,US,LEED-NC v2009,44.0,Certified,2/20/13 0:00,Yes,Corporate: Privately Held,12500.0,71020.0,Core Learning Space: Preschool/Daycare,Kids R Kids,6/22/10 0:00
58995,1000007176,No,San Francisco Toyota Showroom,3800 Geary Boulevard,San Francisco,CA,94118,US,LEED-NC v2009,88.0,Platinum,10/24/12 0:00,Yes,Corporate: Privately Held,10788.0,20258.0,Retail: Vehicle Dealership,San Francisco Toyota,6/24/10 0:00
59085,1000007285,No,Porsche Center,9455 IH-10 West,San Antonio,TX,78230,US,LEED-NC v2009,67.0,Gold,7/2/12 0:00,Yes,Corporate: Privately Held,25175.0,130670.0,Retail: Vehicle Dealership,The Performance Companies,6/29/10 0:00
59093,1000007294,No,Sleepy Hollow - Squash Building,777 Albany Post Road,Briarcliff Manor,NY,10510,US,LEED-NC v2009,50.0,Silver,10/9/12 0:00,Yes,Corporate: Privately Held,12220.0,71625.0,Public Assembly: Recreation,Sleepy Hollow Country Club,6/29/10 0:00
59100,1000007301,No,Boeing Site Services Building,Charleston Airport,North Charleston,SC,29418,US,LEED-NC v2009,52.0,Silver,6/26/12 0:00,Yes,Corporate: Privately Held,33149.0,123372.0,Service: Repair Shop,Boeing,6/30/10 0:00
59123,1000007327,No,Oldenburg Group Corporate Office,2141 Woodward Avenue,Kingsford,MI,49802,US,LEED-NC v2009,45.0,Certified,11/5/12 0:00,Yes,Corporate: Privately Held,22895.0,191475.0,Office: Administrative/Professional,The Oldenburg Group,7/1/10 0:00
59130,1000007334,No,SIERR Building (Great Northern Building),850 E Spokane Falls Blvd,Spokane,WA,99202,US,LEED-NC v2009,70.0,Gold,8/2/12 0:00,Yes,Corporate: Privately Held,70527.0,120428.0,Office: Administrative/Professional,McKinstry Company,7/1/10 0:00
59253,1000007488,No,Mercedes Benz of Fairfield,2950 Auto Mall Parkway,Fairfield,CA,94533,US,LEED-NC v2009,43.0,Certified,9/6/12 0:00,Yes,Corporate: Privately Held,40806.0,192503.0,Retail: Vehicle Dealership,"Price-Simms, Inc.",7/12/10 0:00
59280,1000007519,No,Childrens Mercy East Campus,20300 E. Valley View Pkwy.,Independence,MO,64057,US,LEED-NC v2009,46.0,Certified,2/25/13 0:00,Yes,Corporate: Privately Held,55486.0,486710.0,Health Care: Clinic/Other Outpatient,Childrens Mercy Hospital,7/13/10 0:00
59370,1000007628,No,ICE Building,Mesa del Sol,Albuquerque,NM,87106,US,LEED-NC v2009,52.0,Silver,9/25/12 0:00,Yes,Corporate: Privately Held,76964.0,322467.0,Office: Government,Artesia Development,7/16/10 0:00
59407,1000007671,No,4000 Masthead,4000 Masthead,Albuquerque,NM,87113,US,LEED-NC v2009,63.0,Gold,11/7/11 0:00,Yes,Corporate: Privately Held,101660.0,177990.0,Office: Government,Asset Management Solutions,7/19/10 0:00
59466,1000007745,No,DLZ Building Renovation,157 E Maryland Street,Indianapolis,IN,46204,US,LEED-NC v2009,52.0,Silver,10/2/13 0:00,Yes,Corporate: Privately Held,31000.0,6200.0,Office: Administrative/Professional,DLZ,7/22/10 0:00
59493,1000007776,No,Dahls Fuel Ingersoll,3425 Ingersoll Avenue,Des Moines,IA,50312,US,LEED-NC v2009,50.0,Silver,4/11/12 0:00,Yes,Corporate: Privately Held,4596.0,18157.0,Retail: Convenience Store,Dahl's Foods,7/23/10 0:00
59882,1000008204,No,FAITH Hanger,1434 Flightline St,Mojave,CA,93501,US,LEED-NC v2009,40.0,Certified,2/12/13 0:00,Yes,Corporate: Privately Held,69621.0,239573.0,Industrial Manufacturing,The Spaceship Company,7/29/10 0:00
59922,1000008244,No,Johnson Dermatology,Riley Park Drive And Highway 71,Fort Smith,AR,72916,US,LEED-NC v2009,52.0,Silver,1/9/12 0:00,Yes,Corporate: Privately Held,11988.0,129930.0,Health Care: Clinic/Other Outpatient,Johnson Dermatology,7/30/10 0:00
59947,1000008274,No,Spectrum Community Health Center,5201-15 52nd Street & Haverford Avenue,Philadelphia,PA,19139,US,LEED-NC v2009,54.0,Silver,6/23/14 0:00,Yes,Corporate: Privately Held,35825.0,26500.0,Health Care,"Spectrum Health Services, Inc.",8/2/10 0:00
60025,1000008369,No,US Attorneys Office,717 West Broadway,Louisville,KY,40203,US,LEED-NC v2009,54.0,Silver,12/10/13 0:00,Yes,Corporate: Privately Held,85996.0,58370.0,Office: Government,JDL Castle Corporation,8/4/10 0:00
60063,1000008418,No,Texas Disposal Systems MRF,TDS MRF,Creedmoor,TX,78610,US,LEED-NC v2009,50.0,Silver,5/23/13 0:00,Yes,Corporate: Privately Held,107630.0,480692.0,Industrial Manufacturing,Texas Disposal Systems,8/5/10 0:00
60065,1000008421,No,Brendle Group Office,212 West Mulberry Street,Fort Collins,CO,80521-2814,US,LEED-NC v2009,76.0,Gold,12/13/11 0:00,Yes,Corporate: Privately Held,5272.0,12826.0,Office: Administrative/Professional,Brendle Group,8/5/10 0:00
60111,1000008478,No,Gaylord Texan Resort Pool,1501 Gaylord Trail,Grapevine,TX,76051,US,LEED-NC v2009,52.0,Silver,1/8/13 0:00,Yes,Corporate: Privately Held,6902.0,321405.0,Lodging: Other lodging,Entertainment/Opryland Hotel TX,8/10/10 0:00
60116,1000008487,No,3029 Burbank,3029 Burbank Blvd,Burbank,CA,91505-2312,US,LEED-NC v2009,56.0,Silver,2/15/12 0:00,Yes,Corporate: Privately Held,6500.0,10670.0,Office: Other Office,Catalyst Post Services,8/10/10 0:00
60291,1000008671,No,Palm Desert DMV,36-400 Technology Drive,Palm Desert,CA,92211,US,LEED-NC v2009,52.0,Silver,11/12/14 0:00,Yes,Corporate: Privately Held,11280.0,96787.0,Service: Other Service,Magnon Companies,8/12/10 0:00
60313,1000008695,No,Heart of Ohio Family Health Center,882 Hamilton Rd,Columbus,OH,43215,US,LEED-NC v2009,50.0,Silver,7/30/12 0:00,Yes,Corporate: Privately Held,17547.0,331300.0,Health Care: Clinic/Other Outpatient,Heart Of Ohio Family Health Centers,8/16/10 0:00
60361,1000008755,No,CityFlats Grand Rapids,83 Monroe Center NW,Grand Rapids,MI,49503,US,LEED-NC v2009,62.0,Gold,7/31/13 0:00,Yes,Corporate: Privately Held,21546.0,3870.0,"Lodging: Hotel/Motel/Resort, Full Service",CityFlats Grand Rapids,8/18/10 0:00
60374,1000008772,No,Torrance Toyota,2909 Pacific Coast Highway,Torrance,CA,90505,US,LEED-NC v2009,61.0,Gold,7/1/13 0:00,Yes,Corporate: Privately Held,17938.0,147929.0,Retail: Vehicle Dealership,DCH Auto Grouop,8/18/10 0:00
60408,1000008810,No,Navy Green R3,45 Clermont Avenue,Brooklyn,NY,11205,US,LEED-NC v2009,45.0,Certified,6/13/12 0:00,Yes,Corporate: Privately Held,96371.0,30482.0,Multi-Family Residential: Apartment,Navy Green R3 LLC,8/20/10 0:00
60526,1000008962,No,Boral Composites,700 S Long St,East Spencer,NC,28039,US,LEED-NC v2009,51.0,Silver,10/2/12 0:00,Yes,Corporate: Privately Held,33822.0,215449.0,Industrial Manufacturing,Boral Composites Inc.,8/27/10 0:00
60553,1000008994,No,Old Dominion Freight Line Canton Cross D,3970 Commerce Street,Canton,OH,44706,US,LEED-NC v2009,41.0,Certified,8/29/12 0:00,Yes,Corporate: Privately Held,32358.0,667439.0,Office: Other Office,Old Dominion,8/29/10 0:00
60618,1000009076,No,CSO Architects Corporate Headquarters,8831 Keystone Crossing,Indianapolis,IN,46240,US,LEED-NC v2009,60.0,Gold,12/23/11 0:00,Yes,Corporate: Privately Held,31722.0,53790.0,Office: Administrative/Professional,PK Partners,9/1/10 0:00
60681,1000009155,No,Waukesha Electric Systems,400 S. Prairie Avenue,Waukesha,WI,53186,US,LEED-NC v2009,44.0,Certified,8/8/12 0:00,Yes,Corporate: Privately Held,154310.0,682602.0,Industrial Manufacturing,Waukesha Electric Systems,9/7/10 0:00
60711,1000009191,No,CA DMV Fresno CDL Facility,791 E. North Avenue,Fresno,CA,93725,US,LEED-NC v2009,55.0,Silver,4/20/15 0:00,Yes,Corporate: Privately Held,6187.0,256681.0,Office: Government,Development,9/8/10 0:00
60713,1000009194,No,2400 Nueces Street,2400 Nueces Street,Austin,TX,78705,US,LEED-NC v2009,63.0,Gold,6/9/14 0:00,Yes,Corporate: Privately Held,383769.0,62160.0,Multi-Family Residential: Apartment,"Allen & O#Hara Development Company, LLC",9/8/10 0:00
60824,1000009334,No,Covidien Building 7,5920 Longbow Drive,Boulder,CO,80218,US,LEED-NC v2009,65.0,Gold,1/16/13 0:00,Yes,Corporate: Privately Held,61100.0,89594.0,Laboratory,Covidien,9/15/10 0:00
60865,1000009378,No,Homewood Suites,4109 Walnut Street,Philadelphia,PA,19104,US,LEED-NC v2009,52.0,Silver,9/17/12 0:00,Yes,Corporate: Privately Held,110157.0,18264.0,"Lodging: Hotel/Motel/Resort, Limited Service","Campus Realty-V, LP",9/16/10 0:00
60883,1000009396,No,Moerlein Lager House,115 Joe Nuxhall Way,Cincinnati,OH,45202,US,LEED-NC v2009,47.0,Certified,12/27/12 0:00,Yes,Corporate: Privately Held,26376.0,14137.0,Public Assembly: Entertainment,"MLH Cincinnati USA, LLC",9/16/10 0:00
60905,1000009420,No,Old Colony Community Building,125 Mercer Street,Boston,MA,2127,US,LEED-NC v2009,64.0,Gold,5/25/12 0:00,Yes,Corporate: Privately Held,10513.0,28771.0,Public Assembly: Other Assembly,Beacon Communities Services,9/17/10 0:00
60936,1000009461,No,Kum & Go Store #572,4860 NW Urbandale Drive,Urbandale,IA,50322,US,LEED-NC v2009,43.0,Certified,8/16/12 0:00,Yes,Corporate: Privately Held,4958.0,64933.0,Retail: Convenience Store,Kum & Go Corporate,9/21/10 0:00
60939,1000009465,No,Kum & Go Store #383,1010 North Thompson,Springdale,AR,72764,US,LEED-NC v2009,45.0,Certified,6/7/12 0:00,Yes,Corporate: Privately Held,4958.0,103763.0,Retail: Convenience Store,Kum & Go Corporate,9/21/10 0:00
60941,1000009467,No,Kum & Go Store #408,2811 E. Central Avenue,Bentonville,AR,72712,US,LEED-NC v2009,46.0,Certified,7/8/13 0:00,Yes,Corporate: Privately Held,4958.0,90029.0,Retail: Convenience Store,Kum & Go,9/21/10 0:00
60944,1000009471,No,Kum & Go Store #8,1293 8th Street,West Des Moines,IA,50265,US,LEED-NC v2009,50.0,Silver,7/8/13 0:00,Yes,Corporate: Privately Held,4958.0,57876.0,Retail: Convenience Store,"Kum & Go, L.C.",9/21/10 0:00
60947,1000009474,No,Enza Zaden USA Research,525 Lucy Brown Lane,San Juan Bautista,CA,95045,US,LEED-NC v2009,46.0,Certified,7/23/13 0:00,Yes,Corporate: Privately Held,9089.78,65732.0,Office: Other Office,Bright Green Strategies,9/21/10 0:00
60996,1000009534,No,Bonita Cove,5715 NW 2nd Avenue,Miami,FL,33127,US,LEED-NC v2009,44.0,Certified,2/26/13 0:00,Yes,Corporate: Privately Held,95033.0,22902.0,Multi-Family Residential: Apartment,Biscayne Housing Group,9/23/10 0:00
61029,1000009570,No,Facebook PRN 1CD Data Center,735 Connect Way Suite 1c1d,Prineville,OR,97754,US,LEED-NC v2009,73.0,Gold,2/5/13 0:00,Yes,Corporate: Privately Held,163130.0,450000.0,Datacenter,Facebook,9/24/10 0:00
61085,1000009640,No,Tustin Toyota,36 Auto Center Drive,Tustin,CA,92782,US,LEED-NC v2009,50.0,Silver,4/11/13 0:00,Yes,Corporate: Privately Held,149014.0,187240.0,Retail: Vehicle Dealership,Tustin Toyota,9/29/10 0:00
61089,1000009644,No,FedEx Express City Van Station-Yuma AZ,289 W 40th Street,Yuma,AZ,85365,US,LEED-NC v2009,50.0,Silver,9/12/12 0:00,Yes,Corporate: Privately Held,4962.0,158123.0,Office: Administrative/Professional,Setzer Properties Yuma LLC,9/29/10 0:00
61092,1000009649,No,Price Chopper  - New Binghamton,10 Glenwood Avenue,Binghamton,NY,13905-2568,US,LEED-NC v2009,46.0,Certified,7/2/14 0:00,Yes,Corporate: Privately Held,52352.0,454893.0,Retail: Grocery Store/Food Market,Golub Corporation,9/30/10 0:00
61099,1000009656,No,GLTC Transfer Center,Kemper Street,Lynchburg,VA,24505,US,LEED-NC v2009,80.0,,,No,Corporate: Privately Held,6405.0,134351.0,Public Assembly: Other Assembly,GLTC,9/30/10 0:00
61124,1000009688,No,Division Park Avenue LDHALP,209 And 217 S. Division Ave,Grand Rapids,MI,49503,US,LEED-NC v2009,60.0,Gold,3/23/12 0:00,Yes,Corporate: Privately Held,47474.0,17543.0,Multi-Family Residential: Apartment,Brookstone Capital,10/1/10 0:00
61125,1000009689,No,Serrano Lofts LDHA LP,17 Williams Street SW,Grand Rapids,MI,49503,US,LEED-NC v2009,65.0,Gold,5/9/12 0:00,Yes,Corporate: Privately Held,16333.0,9580.0,Multi-Family Residential: Apartment,Brookstone Capital,10/1/10 0:00
61145,1000009713,No,Penn Jersey Distribution Center,9301 Blue Grass Road,Philadelphia,PA,19114,US,LEED-NC v2009,55.0,Silver,8/5/11 0:00,Yes,Corporate: Privately Held,255440.0,1772314.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",DP Partners,10/3/10 0:00
61212,1000009801,No,Sun Products Bowling Green Dist Ctr,487 Central Ave.,Bowling Green,KY,42101,US,LEED-NC v2009,42.0,Certified,3/4/13 0:00,Yes,Corporate: Privately Held,1409200.0,4260604.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",SUNPRO (KY) LLC,10/7/10 0:00
61296,1000009914,No,Atlanta Beverage Company,1250 Atlanta Industrial Drive,Marietta,GA,30066,US,LEED-NC v2009,41.0,Certified,11/26/12 0:00,Yes,Corporate: Privately Held,113353.0,408407.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",Atlanta Beverage Company,10/13/10 0:00
61324,1000009954,No,Roundhouse - Artist Live/Work,10 Leonard Street,Beacon,NY,12508,US,LEED-NC v2009,48.0,,,No,Corporate: Privately Held,9908.0,28668.0,Multi-Family Residential: Condominium,10 Boulevard LLC,10/14/10 0:00
61355,1000009986,No,Lurvey Landscape Supply,2550 East Dempster Street,Des Plaines,IL,60016,US,LEED-NC v2009,62.0,Gold,7/30/12 0:00,Yes,Corporate: Privately Held,11480.44,130300.0,Office: Mixed-Use,Lurvey Landscape Supply,10/15/10 0:00
61383,1000010025,No,Lacombe SSA,64285 Hwy 434,Lacombe,LA,70445,US,LEED-NC v2009,52.0,Silver,8/19/11 0:00,Yes,Corporate: Privately Held,11772.0,89995.0,Office: Government,LBA Construction,10/19/10 0:00
61393,1000010037,No,PDP Mission Hills 1 LLC,11333 Sepulveda Blvd.,Mission Hills,CA,91345,US,LEED-NC v2009,60.0,Gold,7/11/13 0:00,Yes,Corporate: Privately Held,124059.0,296029.0,"Health Care: Outpatient, Office (Diagnostic)",PDP Mission Hills 1 LLC,10/19/10 0:00
61420,1000010075,No,Gerald A Martin Office,4901 Mcleod Road NE,Albuquerque,NM,87112,US,LEED-NC v2009,52.0,Silver,7/24/13 0:00,Yes,Corporate: Privately Held,20890.0,64378.0,Office: Administrative/Professional,Gerald A Martin Limited,10/20/10 0:00
61627,1000010293,No,Data Online Office Building,210 South Street,New Providence,NJ,7974,US,LEED-NC v2009,56.0,,,No,Corporate: Privately Held,13449.0,33582.0,Office: Other Office,"Cottage Street Associates, L.P.",10/25/10 0:00
61708,1000010380,No,Kohler Global Communications Building,444 Highland Drive,Kohler,WI,53044,US,LEED-NC v2009,67.0,Gold,10/25/12 0:00,Yes,Corporate: Privately Held,80762.0,1803997.0,Office: Mixed-Use,The Kohler Co.,10/26/10 0:00
61889,1000010586,No,Zingermans Deli,422 Detroit Street,Ann Arbor,MI,48104,US,LEED-NC v2009,61.0,Gold,3/17/14 0:00,Yes,Corporate: Privately Held,18250.0,18283.0,Retail: Restaurant/Cafeteria,Zingerman's Delicatessen,11/1/10 0:00
61959,1000010665,No,RSI Office Building,200 Avenue I,Alvin,TX,77511,US,LEED-NC v2009,56.0,Silver,9/16/13 0:00,Yes,Corporate: Privately Held,4660.0,12250.0,Office: Administrative/Professional,"Reactor Services Intl., Inc.",11/3/10 0:00
62000,1000010718,No,Nunnally Chevrolet Dealership,2700 SE Moberly,Bentonville,AR,72712,US,LEED-NC v2009,43.0,Certified,8/14/12 0:00,Yes,Corporate: Privately Held,35726.0,197648.0,Retail: Vehicle Dealership,George Nunnally Chevrolet,11/5/10 0:00
62001,1000010719,No,Xcel Service Center,Clementa Ave SW,Montrose,MN,55390,US,LEED-NC v2009,40.0,Certified,4/23/13 0:00,Yes,Corporate: Privately Held,15900.0,200366.0,Service: Other Service,Xcel Energy,11/5/10 0:00
62051,1000010787,No,Dimmitt EUROCARS,3333 Gandy Blvd.,Pinellas Park,FL,33781,US,LEED-NC v2009,53.0,Silver,4/26/12 0:00,Yes,Corporate: Privately Held,14895.0,172062.0,Retail: Vehicle Dealership,DEW Luxury Motor Cars,11/9/10 0:00
62058,1000010794,No,Curry Subaru-Hyundai,3040 East Main St.,Cortlandt Manor,NY,10567,US,LEED-NC v2009,43.0,Certified,12/2/14 0:00,Yes,Corporate: Privately Held,29913.56,250877.0,Retail: Vehicle Dealership,"Curry Properties, LLC",11/9/10 0:00
62066,1000010802,No,The Monroe,1141 E. Monroe,Springfield,MO,65807,US,LEED-NC v2009,42.0,Certified,12/28/12 0:00,Yes,Corporate: Privately Held,52090.0,40987.0,Multi-Family Residential: Apartment,Miller-O'Reilly,11/9/10 0:00
62075,1000010817,No,Piedmont Federal Savings Bank,201 S. Stratford Rd,Winston Salem,NC,27103,US,LEED-NC v2009,51.0,Silver,9/16/13 0:00,Yes,Corporate: Privately Held,61075.0,148104.0,Office: Financial,Piedmont Federal Savings Bank,11/10/10 0:00
62085,1000010828,No,TD Bank - Wayland MA - Boston Post Road,54 Boston Post Road,Wayland,MA,1778,US,LEED-NC v2009,53.0,Silver,4/27/12 0:00,Yes,Corporate: Privately Held,2980.0,55933.0,Retail: Bank Branch,TD Bank,11/11/10 0:00
62087,1000010831,No,TD Bank - Framingham MA - 901 Edgell Rd,900 Edgell Rd,Framingham,MA,1701,US,LEED-NC v2009,66.0,Gold,6/5/12 0:00,Yes,Corporate: Privately Held,2920.0,30658.0,Retail: Bank Branch,TD Bank,11/11/10 0:00
62169,1000010957,No,McLean Personal Storage,1315 Beverly Road,McLean,VA,22101,US,LEED-NC v2009,60.0,Gold,9/19/13 0:00,Yes,Corporate: Privately Held,76343.0,24807.0,Warehouse and Distribution Center: Self Storage Units,"Second Madison Building Associates, LLC",11/16/10 0:00
62179,1000010968,No,Indiana Furniture Dubois Offices,4897 E 450 N,Dubois,IN,47527,US,LEED-NC v2009,40.0,Certified,2/26/13 0:00,Yes,Corporate: Privately Held,1935.0,28192.0,Office: Mixed-Use,Indiana Furniture Industries,11/16/10 0:00
62196,1000010993,No,140 State Street,140 State Street,Moonachie,NJ,7074,US,LEED-NC v2009,41.0,Certified,2/21/14 0:00,Yes,Corporate: Privately Held,71449.0,336743.0,Warehouse and Distribution Center: Warehouse,"140 State Street, LLC",11/17/10 0:00
62198,1000010995,No,Veolia - Muskego,W144 S6350 College Court,Muskego,WI,53150,US,LEED-NC v2009,46.0,Certified,10/26/11 0:00,Yes,Corporate: Privately Held,20450.0,85785.0,Service: Vehicle Service/Repair,Veolia Environmental Services,11/17/10 0:00
62209,1000011007,No,RHOJ CHS Central Business Office,257 BancorpSouth Parkway,Jackson,TN,38301,US,LEED-NC v2009,54.0,Silver,1/30/13 0:00,Yes,Corporate: Privately Held,41700.0,189050.0,Office: Government,Gary Taylor Investment Co.,11/17/10 0:00
62260,1000011076,No,Subway Restaurant,1747 E. Markland Ave,Kokomo,IN,46901,US,LEED-NC v2009,46.0,Certified,5/30/13 0:00,Yes,Corporate: Privately Held,2015.0,20794.0,Retail: Fast Food,Estep & Company,11/22/10 0:00
62293,1000011116,No,K2,365 N. Halsted Street,Chicago,IL,60661,US,LEED-NC v2009,54.0,Silver,9/16/14 0:00,Yes,Corporate: Privately Held,608997.0,70057.0,Multi-Family Residential: Apartment,Fifield Realty Corp,11/23/10 0:00
62332,1000011169,No,QIAGEN Germantown Campus Expansion,19300 Germantown Road,Germantown,MD,20874,US,LEED-NC v2009,50.0,Silver,3/25/14 0:00,Yes,Corporate: Privately Held,49610.0,152247.0,Laboratory,"QIAGEN, Inc.",11/29/10 0:00
62336,1000011173,No,1214 FIFTH AVENUE,1214 5th Avenue,New York,NY,10029,US,LEED-NC v2009,56.0,Silver,9/13/13 0:00,Yes,Corporate: Privately Held,389309.0,16521.0,Multi-Unit Residence,Mt Sinai School Of Medicine,11/29/10 0:00
62404,1000011261,No,VWR International - Visalia,8711 West Riggin Ave.,Visalia,CA,93291,US,LEED-NC v2009,55.0,Silver,7/25/13 0:00,Yes,Corporate: Privately Held,503888.0,1156725.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu","VWR International,LLC",12/2/10 0:00
